start,end,id,type,position,regions,bounding_box,distances,vessel,encounter,fishing,gap,loitering,port_visit
2025-10-01 18:32:59+00:00,2025-10-02 21:14:30+00:00,9f61af34ce2851f2c373a2700a8ea3fb,gap,"{'lat': -33.186, 'lon': -73.7497}","{'mpa': [], 'eez': ['8465'], 'rfmo': ['ACAP', 'CPPS', 'IWC', 'IATTC'], 'fao': ['87', '87.2.6', '87.2'], 'major_fao': ['87'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[-75.71599333333333, -33.3632, -71.79196, -32.977956666666664]","{'start_distance_from_shore_km': 285.0, 'end_distance_from_shore_km': 12.0, 'start_distance_from_port_km': 289.113969, 'end_distance_from_port_km': 15.922314}","{'id': '97853977e-ea95-bb9b-5214-71ad0d5067a7', 'name': 'ANTONIO', 'ssvid': '725011100', 'flag': 'CHL', 'type': 'cargo', 'public_authorizations': [], 'nextPort': None}",,,"{'intentional_disabling': True, 'distance_km': '367.7115321561455', 'duration_hours': 26.683333333333334, 'implied_speed_knots': '7.44091231093712', 'positions_12_hours_before_sat': '26', 'positions_per_day_sat_reception': 451.3607157637964, 'off_position': {'lat': -33.3632, 'lon': -75.71599333333333}, 'on_position': {'lat': -32.977956666666664, 'lon': -71.79196}}",,
