start,end,id,type,position,regions,bounding_box,distances,vessel,encounter,fishing,gap,loitering,port_visit
2026-07-06 10:55:08+00:00,2026-07-09 04:44:27+00:00,a598ffdef98207457b752fe08428e142,gap,"{'lat': -33.291, 'lon': -74.718}","{'mpa': [], 'eez': ['8465'], 'rfmo': ['ACAP', 'CPPS', 'IWC', 'IATTC'], 'fao': ['87', '87.2', '87.2.25', '87.2.2'], 'major_fao': ['87'], 'eez_12_nm': [], 'high_seas': [], 'mpa_no_take_partial': [], 'mpa_no_take': []}","[-75.035915, -33.350908, -74.400472, -33.2303]","{'start_distance_from_shore_km': 293.0, 'end_distance_from_shore_km': 242.0, 'start_distance_from_port_km': 311.94175, 'end_distance_from_port_km': 254.862719}","{'id': 'bb9c9c028-8d49-8228-da6a-76e10878b035', 'name': 'LM YUCATAN CA 3551', 'ssvid': '941220755', 'flag': None, 'type': 'fishing', 'public_authorizations': [], 'nextPort': None}",,,"{'intentional_disabling': True, 'distance_km': '60.56628718212909', 'duration_hours': 65.81666666666666, 'implied_speed_knots': '0.49688293984366344', 'positions_12_hours_before_sat': '22', 'positions_per_day_sat_reception': 66.43654318704111, 'off_position': {'lat': -33.350908, 'lon': -75.035915}, 'on_position': {'lat': -33.2303, 'lon': -74.400472}}",,
